age, workclass, education-num, marital-status, occupation, relationship, race, sex, hours-per-week, native-country,earns
28,6,10,1,4,0,1,0,42,11,0
49,6,12,0,4,0,1,0,38,11,0
23,6,11,0,2,2,1,1,40,11,1
30,6,13,1,3,5,1,0,40,11,0
28,6,11,0,3,2,1,1,50,11,0
27,0,9,0,7,2,1,1,60,11,0
26,6,14,1,0,5,1,1,60,11,0
40,0,14,1,6,5,1,1,80,11,0
30,0,13,0,3,2,1,1,37,11,1
42,6,13,0,3,2,1,1,50,11,1
72,4,9,0,12,2,1,1,70,11,0
30,6,10,1,1,5,0,1,40,11,0
51,6,11,4,6,5,1,1,40,11,0
24,6,14,1,0,0,1,0,60,11,1
43,6,9,1,6,1,1,1,40,11,0
53,6,10,0,0,2,1,1,50,11,1
45,6,10,4,0,3,1,0,64,11,0
21,6,10,1,4,0,3,1,40,11,0
36,6,13,4,3,5,1,1,40,39,0
34,6,9,4,5,5,1,0,40,11,0
25,6,7,1,4,5,1,0,40,11,0
57,0,9,0,6,2,1,1,40,11,0
46,1,14,0,0,1,1,1,40,11,1
30,6,9,4,12,5,1,1,40,11,0
31,6,13,1,6,5,1,1,40,11,0
42,6,13,0,3,2,1,1,40,11,0
48,6,9,0,6,2,1,1,40,11,1
42,6,10,4,6,5,1,1,40,11,0
57,6,9,5,6,5,1,1,40,11,0
45,3,14,0,3,2,1,1,40,11,1
27,6,13,1,1,5,1,0,55,11,0
41,6,7,4,7,5,1,0,20,11,0
44,6,10,0,1,2,1,1,40,11,1
39,0,10,0,1,2,1,1,40,11,0
18,6,10,1,1,0,1,0,25,11,0
31,6,12,0,6,2,1,1,40,11,0
24,6,9,1,4,3,1,1,50,11,0
19,6,10,1,4,0,1,1,30,11,0
54,6,9,1,4,0,1,0,40,11,0
47,6,10,4,5,3,1,0,40,11,0
17,6,8,1,12,0,1,1,12,11,0
39,0,14,0,3,2,2,1,48,35,0
24,6,9,1,9,0,0,1,40,11,0
20,6,10,1,7,5,4,0,40,11,0
25,6,9,0,6,2,1,1,40,11,1
39,3,13,1,3,5,1,0,44,11,1
20,6,10,1,3,0,1,1,40,11,0
44,6,14,0,6,2,0,1,40,11,0
23,6,12,1,6,0,1,1,20,22,0
24,6,8,1,6,5,1,1,40,11,0
53,6,9,0,1,2,1,1,40,11,1
24,4,13,0,3,1,1,0,20,11,1
45,1,10,4,4,3,1,0,40,11,0
55,6,10,0,11,2,1,1,74,11,1
21,6,10,1,4,0,1,0,20,11,0
64,4,14,0,12,2,1,1,40,11,0
36,6,13,0,5,4,1,0,20,11,0
55,3,10,4,4,5,0,0,55,11,1
21,6,10,1,4,0,1,0,24,11,0
17,3,7,1,3,0,1,0,7,11,0
27,6,10,1,10,0,1,0,40,11,0
25,6,11,1,0,5,0,0,40,11,0
38,6,10,0,0,4,1,0,35,11,1
52,6,9,4,4,5,1,0,40,11,0
22,6,9,1,9,5,1,1,30,11,0
37,6,14,0,0,2,1,1,60,11,1
37,6,10,0,3,2,1,1,45,11,1
65,4,14,0,3,2,1,1,39,11,1
28,6,13,1,4,0,1,1,40,11,0
32,4,13,0,0,2,1,1,50,11,1
53,4,13,0,6,2,2,1,35,4,0
32,6,6,1,6,5,0,0,50,11,0
45,6,11,0,6,2,1,1,40,11,1
34,3,13,0,3,4,1,0,50,11,0
39,6,9,0,10,4,1,0,40,11,0
43,6,10,4,5,3,0,0,40,11,0
35,6,10,1,4,0,0,1,40,11,0
41,2,16,0,1,2,2,1,40,32,1
62,4,14,5,1,5,1,0,20,11,0
45,6,9,0,9,2,1,1,40,11,0
35,6,9,4,5,5,1,0,40,11,0
34,6,10,0,6,2,1,1,40,11,0
40,6,15,0,3,2,1,1,60,11,1
17,6,6,1,10,0,1,1,15,11,0
18,6,9,1,1,0,1,1,40,11,0
27,6,9,4,10,3,0,0,40,11,0
20,6,7,1,9,5,1,1,40,11,0
55,6,10,0,6,2,1,1,58,11,0
57,6,4,2,10,5,1,0,40,11,0
38,6,16,0,4,2,1,1,40,11,0
20,6,5,1,9,5,1,0,40,27,0
52,4,4,0,6,2,1,1,20,9,0
18,6,6,1,10,5,0,1,20,11,0
52,6,9,0,9,2,1,1,45,11,0
42,6,13,0,4,2,1,1,40,11,1
48,6,13,0,2,2,1,1,40,11,1
55,6,9,4,0,5,1,0,40,11,0
18,6,9,1,6,0,1,1,30,11,0
17,6,7,1,1,0,1,1,22,11,0
47,6,9,0,9,2,1,1,40,11,0
29,6,9,1,9,0,2,1,26,11,0
48,6,13,1,0,0,1,1,40,11,0
31,6,9,1,2,5,1,0,40,11,0
54,6,10,4,4,3,1,0,40,11,0
69,6,4,2,10,5,1,0,20,11,0
40,6,10,0,2,2,1,1,50,11,0
25,6,9,1,5,0,1,0,50,11,0
82,4,4,0,0,2,1,1,40,11,0
48,4,13,6,2,5,1,1,50,11,0
53,0,9,0,9,2,1,1,40,11,0
47,6,10,0,6,2,4,1,50,11,1
57,6,9,0,6,2,1,1,40,11,0
21,6,10,1,1,0,1,0,13,11,0
52,6,3,6,6,3,0,0,40,11,0
45,6,10,4,5,5,1,1,40,11,0
54,6,14,1,3,5,1,1,40,11,1
69,4,15,0,3,2,1,1,45,11,1
30,6,10,1,5,0,0,0,40,11,0
37,6,4,0,6,2,3,1,40,11,0
60,2,6,0,0,2,1,1,44,11,1
55,6,9,0,12,2,1,1,40,11,0
46,6,13,6,1,5,1,1,55,11,1
21,6,9,0,6,1,1,1,40,10,0
25,6,12,1,6,5,1,1,40,11,0
67,6,9,0,1,2,1,1,4,11,0
41,3,14,0,3,2,1,1,40,11,1
53,6,9,0,4,2,1,1,50,11,0
26,6,9,1,4,0,1,0,40,11,0
68,4,9,0,12,2,1,1,10,11,1
36,6,12,1,0,5,1,0,40,11,0
20,6,12,1,4,0,1,0,15,11,0
20,6,10,1,0,1,1,1,40,11,0
35,6,15,1,3,5,1,1,45,11,1
27,6,13,1,3,5,1,0,40,11,0
29,6,9,1,6,0,1,1,40,11,0
28,6,13,0,2,2,1,1,40,11,0
40,6,14,0,3,4,1,0,50,0,1
20,6,5,1,9,0,1,1,40,11,0
51,6,11,1,3,0,1,0,40,11,0
30,6,14,1,4,5,1,0,40,11,0
50,6,9,6,1,3,1,0,55,11,0
30,3,9,0,3,2,1,1,40,11,0
34,6,13,6,3,3,0,0,39,11,0
55,6,14,0,3,2,1,1,52,11,1
53,4,12,4,1,5,1,0,70,11,0
45,6,14,1,0,5,1,0,50,11,1
45,6,12,4,3,3,1,0,50,11,0
40,4,4,0,12,2,1,1,72,11,0
73,3,14,0,0,2,1,1,20,12,0
18,6,8,1,10,0,1,0,20,11,0
33,6,9,0,1,2,1,1,55,11,1
33,6,13,0,2,2,1,1,50,11,0
38,6,10,0,5,2,1,1,48,11,1
31,1,9,0,4,2,1,1,45,11,1
51,2,13,6,1,3,1,1,40,11,1
32,6,13,0,0,2,1,1,45,11,1
52,6,9,0,6,2,1,1,40,11,0
41,2,13,0,3,2,1,1,50,11,0
25,6,9,1,1,5,1,0,35,11,0
45,3,11,0,7,2,1,1,40,11,0
61,4,9,0,6,2,1,1,20,11,0
71,6,10,2,10,5,1,0,28,11,0
63,0,9,4,4,5,1,0,27,11,0
45,0,9,6,1,3,0,0,40,11,0
47,6,9,0,6,2,1,1,52,11,0
50,4,14,4,3,5,1,0,25,11,0
25,3,13,1,3,0,1,1,45,11,0
32,6,9,1,5,5,0,0,40,11,0
40,6,16,0,0,2,1,1,40,11,1
50,6,6,4,4,3,1,0,40,11,0
54,6,10,4,7,3,1,0,40,11,0
34,6,9,0,11,2,1,1,50,11,1
42,6,5,4,5,5,0,0,46,11,0
38,6,9,4,1,5,1,1,60,11,0
17,6,7,1,1,0,1,0,24,11,0
47,6,15,0,3,2,1,1,55,11,1
25,6,12,1,1,0,1,0,40,11,0
30,6,9,0,11,2,1,1,40,11,0
39,6,9,0,6,2,1,1,65,11,1
47,1,13,0,7,2,1,1,45,11,1
57,6,9,0,2,2,1,1,40,11,0
25,6,9,1,9,0,0,0,40,11,0
68,6,14,0,3,2,1,1,45,11,0
34,0,9,0,5,2,1,1,65,11,0
35,6,9,0,12,2,1,1,40,11,0
39,3,12,0,6,2,1,1,40,11,1
47,6,12,0,6,2,1,1,40,11,0
47,6,10,2,0,5,1,0,45,39,0
55,4,9,0,12,2,2,1,70,11,0
72,4,10,0,12,2,1,1,21,11,0
32,6,9,0,4,4,1,0,44,11,0
28,6,11,1,0,5,1,0,40,11,0
61,2,15,4,3,5,1,1,35,11,0
44,4,13,0,1,2,1,1,50,11,1
35,3,14,0,3,4,1,0,35,11,1
48,4,13,0,0,2,1,1,40,11,1
49,1,9,0,4,2,1,1,46,11,0
32,6,10,1,10,5,0,1,35,11,0
26,1,11,1,4,5,3,1,55,11,0
56,4,13,4,12,5,1,1,30,11,0
24,0,14,1,3,5,1,0,20,11,0
42,3,12,0,4,4,1,0,35,2,1
37,0,9,0,7,2,1,1,55,11,1
57,6,10,4,2,5,0,0,40,11,0
48,3,13,6,3,3,1,0,45,11,0
39,6,10,4,6,3,1,1,40,11,0
20,2,9,1,6,0,1,1,40,11,0
46,6,9,4,2,5,1,0,20,11,0
68,4,3,0,6,2,0,1,6,11,0
33,6,8,0,11,2,1,1,40,11,0
35,4,9,0,12,2,1,1,50,11,0
20,6,9,1,10,0,1,0,30,11,0
42,0,13,0,7,2,1,1,52,11,0
42,6,10,6,3,5,1,1,50,0,1
47,6,8,4,9,5,0,1,40,11,0
40,6,12,6,5,5,1,1,40,19,0
51,0,9,0,6,2,1,1,45,11,0
26,6,10,1,9,3,1,1,35,11,0
32,2,11,4,0,5,1,0,80,14,1
59,6,16,1,3,5,1,1,50,11,0
36,6,7,5,6,5,0,1,40,11,0
38,4,10,0,6,2,1,1,35,11,0
45,6,14,0,2,2,1,1,50,11,1
38,6,13,0,1,2,1,1,40,11,1
55,0,14,0,3,2,1,1,40,11,0
46,6,10,0,6,2,1,1,40,11,1
59,6,9,0,9,2,1,1,45,11,0
31,6,14,1,3,5,1,0,30,11,0
29,6,9,1,5,3,0,0,30,11,0
34,6,12,1,4,0,0,0,38,11,0
53,6,16,1,3,3,1,0,40,11,0
43,6,10,0,3,2,1,1,40,11,1
45,6,6,0,5,2,1,1,40,11,0
29,6,9,1,7,5,1,1,50,11,0
28,6,13,0,4,2,1,1,55,11,1
44,6,12,0,3,2,0,1,60,11,0
32,6,11,1,3,5,1,0,38,11,0
29,6,12,1,10,3,0,1,60,11,0
48,2,16,0,0,2,1,1,40,11,1
40,3,8,0,0,2,1,1,40,11,0
23,6,9,0,11,2,1,1,50,11,0
29,4,9,1,6,5,1,1,50,11,0
65,6,5,2,1,5,1,0,38,11,0
58,6,9,0,12,2,1,1,45,11,0
30,6,11,0,3,2,1,1,40,11,0
55,6,13,4,1,5,1,0,8,11,0
42,6,9,0,10,4,0,0,60,11,0
31,6,13,0,1,2,1,1,40,11,1
38,1,10,0,4,2,2,1,40,30,1
53,6,9,1,11,5,1,1,40,11,0
50,2,10,0,1,2,1,1,55,11,1
62,6,9,0,5,2,1,1,50,11,0
37,6,10,1,6,5,0,1,40,11,0
56,4,13,0,0,4,1,0,40,11,1
21,6,6,1,6,0,1,1,40,11,0
44,6,12,0,1,2,1,1,40,11,1
48,6,13,0,0,2,1,1,60,11,1
40,3,9,0,7,4,0,0,75,11,0
70,2,13,4,1,5,1,0,40,11,0
40,6,4,0,5,2,1,1,40,11,0
27,3,13,1,3,5,1,0,35,11,0
26,6,6,0,6,1,1,1,48,11,0
33,6,13,0,0,2,0,1,60,11,1
35,6,9,0,3,2,1,1,50,11,1
42,0,10,4,3,0,1,0,40,11,0
37,6,9,0,6,2,1,1,45,11,1
17,6,5,1,6,1,1,1,40,11,0
40,6,10,4,5,3,1,0,48,11,0
20,6,10,1,1,0,1,0,40,11,0
69,6,13,0,3,2,1,1,7,11,1
32,6,3,0,6,2,1,1,40,9,0
21,6,10,1,3,0,1,0,8,11,0
25,6,9,1,2,1,0,0,35,11,0
17,6,7,1,10,0,1,1,20,11,0
40,1,9,0,4,2,1,1,55,11,1
50,3,10,4,4,0,1,1,43,11,1
24,6,13,1,3,5,1,1,40,11,0
23,6,9,1,9,0,1,1,40,11,0
73,6,4,0,1,2,1,1,35,11,1
54,6,13,4,3,5,1,0,36,11,0
68,4,14,0,11,2,1,1,15,11,0
45,3,12,0,0,2,1,1,40,11,0
66,6,10,0,0,2,1,1,40,11,1
32,4,7,4,6,5,1,1,50,11,0
24,6,9,1,1,0,4,0,40,11,0
56,6,9,0,1,2,1,1,45,11,1
50,4,10,0,12,2,1,1,60,11,1
48,6,9,1,9,5,1,1,40,11,1
28,6,10,1,11,5,1,1,50,11,0
49,6,9,4,2,5,1,1,40,11,1
59,0,9,2,4,5,1,0,40,11,0
24,6,11,0,4,4,1,0,40,11,0
20,6,7,1,9,0,1,1,39,11,0
56,6,5,0,6,2,1,1,40,11,0
53,6,6,0,11,2,1,1,45,11,0
21,6,9,1,10,1,1,0,35,11,0
30,6,14,0,3,2,2,1,45,22,1
30,3,10,6,4,3,0,0,40,11,0
31,2,9,0,0,2,1,1,40,11,1
32,4,9,0,11,2,1,1,40,11,0
42,3,13,0,3,2,1,1,40,11,1
31,6,9,0,6,2,1,1,40,11,0
57,6,7,0,6,2,1,1,40,11,1
19,6,8,1,6,0,1,1,15,11,0
19,6,7,1,10,0,1,1,40,11,0
26,6,11,1,3,5,1,1,45,11,0
24,6,9,0,1,2,1,1,20,7,0
41,4,10,0,6,2,1,1,40,11,0
55,6,10,0,5,2,1,1,40,11,0
33,6,10,1,4,5,1,0,40,11,0
25,6,11,0,12,2,1,1,35,11,0
32,3,11,4,3,3,0,0,40,11,0
53,6,9,4,11,5,1,1,40,11,0
37,6,10,4,4,3,1,0,38,11,0
33,6,13,1,9,1,1,0,40,9,0
49,6,9,0,2,2,1,1,50,11,1
52,6,4,0,5,2,1,1,60,11,0
40,6,13,0,0,2,1,1,44,11,1
36,6,15,0,4,4,1,0,15,11,1
41,4,15,0,3,2,1,1,58,11,1
25,6,9,1,9,5,0,1,36,11,0
59,6,13,0,1,2,1,1,40,11,0
56,1,13,0,0,2,0,1,50,11,0
21,6,9,1,10,1,1,0,20,11,0
45,6,9,0,11,2,1,1,70,11,0
18,6,9,1,9,0,1,1,12,11,0
20,6,10,1,3,1,1,1,12,11,0
42,6,12,1,0,5,1,1,45,11,0
41,6,9,0,6,2,1,1,40,11,1
40,6,9,0,6,2,1,1,45,11,1
28,1,10,1,4,5,0,0,72,11,0
47,3,9,2,0,3,1,0,40,11,0
31,6,7,0,6,2,1,1,40,11,0
56,6,14,0,3,2,1,1,60,11,0
34,6,16,0,3,2,1,1,50,11,1
49,6,14,0,3,2,1,1,42,11,1
63,6,12,0,0,2,1,1,40,11,1
38,6,3,0,5,2,1,1,48,9,0
44,6,16,0,3,2,1,1,20,11,0
56,6,9,0,1,2,1,1,40,11,1
30,6,10,0,5,2,1,1,40,11,0
38,2,14,0,0,2,1,1,60,11,1
51,3,5,0,10,4,1,0,38,2,0
30,6,13,0,3,2,1,1,40,11,1
56,6,11,1,12,5,1,1,70,11,0
50,6,7,4,10,3,1,0,40,11,0
54,3,9,0,6,2,1,1,45,11,0
46,6,9,0,0,2,0,1,40,11,1
27,6,9,0,0,2,1,1,40,11,0
46,6,13,1,0,5,2,1,40,30,0
60,1,9,0,11,2,0,1,40,11,0
42,3,10,0,7,2,0,1,40,11,1
36,6,6,6,9,3,1,0,40,11,0
30,6,9,3,5,2,0,1,40,11,0
43,6,14,4,0,5,1,0,50,11,0
29,6,10,0,6,2,1,1,40,11,0
22,6,10,1,10,0,1,0,30,11,0
46,6,9,0,4,2,1,1,40,11,0
44,1,13,0,3,2,1,1,45,11,1
30,2,13,1,0,5,1,1,45,11,0
17,6,7,1,10,0,0,1,18,11,0
23,6,7,1,6,5,1,0,40,11,0
34,4,9,0,12,2,1,1,50,11,0
33,6,7,6,0,3,1,0,30,11,0
24,6,13,1,0,0,1,0,37,11,0
32,6,10,0,4,2,1,1,40,11,0
41,6,13,0,3,2,1,1,40,11,1
44,6,13,6,0,5,1,1,38,11,0
48,4,13,0,0,2,1,1,60,11,0
36,3,10,0,3,2,0,1,40,37,1
39,6,13,0,3,2,2,1,45,35,1
34,6,9,0,10,2,0,1,36,11,0
35,6,14,1,3,5,1,0,40,11,0
30,4,10,1,6,0,1,1,30,11,0
33,6,9,1,2,5,1,0,50,11,0
30,3,14,4,3,3,1,0,65,11,0
45,6,9,4,10,5,1,0,40,11,0
37,6,9,0,6,2,4,1,40,11,0
36,6,10,1,4,0,4,0,40,11,0
31,6,12,1,2,0,1,1,45,11,0
38,6,6,0,11,2,1,1,40,11,1
32,6,13,0,6,2,2,1,45,13,0
23,6,10,1,4,0,1,0,24,11,0
22,6,10,1,1,0,1,1,40,11,0
38,4,9,0,12,2,1,1,50,11,0
40,6,13,0,6,2,1,1,50,11,1
38,6,9,0,5,2,1,1,40,11,1
29,6,7,0,9,0,0,1,20,11,0
52,4,9,4,0,3,1,0,99,11,1
52,4,13,0,1,2,1,1,40,11,1
44,6,9,1,1,5,1,0,50,11,1
25,6,4,1,8,1,1,0,40,25,0
25,0,13,5,9,5,1,0,15,11,0
33,6,9,0,5,2,1,1,40,11,0
56,6,2,0,5,2,0,1,40,33,0
24,6,10,1,1,5,1,1,25,11,0
58,6,9,4,1,5,1,0,24,11,0
33,6,14,1,4,5,1,0,40,11,0
20,2,10,0,5,2,1,1,40,11,0
55,6,13,4,0,5,1,0,40,11,0
22,6,2,1,10,1,1,1,40,27,0
38,6,9,1,5,5,1,0,40,11,0
19,6,10,1,4,0,1,1,50,11,0
20,6,9,1,3,0,1,0,35,11,0
24,6,10,1,10,5,1,1,24,11,0
30,3,9,0,7,2,1,1,40,11,1
25,6,13,1,4,5,1,0,40,11,0
21,6,9,1,10,1,4,1,40,9,0
42,6,9,4,6,5,1,1,40,11,0
53,4,10,0,5,2,1,1,30,11,0
38,4,13,0,3,2,1,1,50,11,0
40,0,10,0,7,2,1,1,40,11,0
51,6,9,0,9,2,1,1,40,11,0
36,1,11,0,3,4,1,0,45,11,1
21,6,10,1,2,0,1,0,25,11,0
49,4,13,4,12,5,1,1,65,11,0
52,6,9,2,4,1,0,0,40,11,0
33,4,15,0,3,4,1,0,55,11,1
27,6,13,1,2,0,1,0,40,9,0
45,3,14,0,3,2,1,1,40,7,1
27,6,10,1,1,1,1,1,40,11,0
41,6,2,0,10,2,1,1,43,9,0
30,3,9,0,10,2,1,1,40,11,0
24,6,10,0,1,2,1,1,45,11,0
35,6,9,0,6,2,1,1,60,11,1
48,1,10,5,0,5,1,0,40,11,0
42,2,15,0,3,2,1,1,99,11,1
46,6,6,0,5,2,1,1,40,11,1
24,1,10,1,4,5,0,0,41,11,0
39,6,13,0,3,4,1,0,30,11,1
27,6,10,1,0,5,1,1,40,11,0
41,6,9,4,10,5,1,0,30,11,0
46,6,16,4,3,5,2,1,40,13,1
44,6,14,0,1,2,1,1,50,11,1
43,6,9,0,9,4,1,0,48,11,1
31,6,14,0,1,4,2,0,25,6,1
17,6,6,1,9,0,1,1,15,11,0
31,6,10,0,2,2,1,1,40,11,1
38,6,14,0,3,4,1,0,20,11,1
38,6,10,1,10,5,1,1,50,14,0
69,3,6,0,4,4,1,0,17,11,0
60,1,13,0,3,2,1,1,40,11,1
34,6,14,0,5,2,1,1,40,36,1
50,6,13,0,4,2,1,1,40,11,1
31,6,9,1,9,1,0,1,40,11,0
26,6,13,0,1,5,2,0,75,29,1
36,6,10,0,1,2,1,1,40,11,1
23,6,9,1,6,3,1,1,40,11,0
17,6,7,1,10,0,1,0,20,11,0
30,6,10,0,10,4,2,0,40,17,0
54,6,9,4,4,3,1,0,40,11,0
35,6,9,0,5,2,4,1,40,11,0
58,6,4,4,5,3,1,0,40,11,0
33,6,10,1,10,5,1,1,34,11,0
30,6,9,1,0,5,1,1,40,2,0
21,6,7,1,9,0,1,1,45,11,0
26,6,9,0,9,1,1,1,40,11,0
29,6,9,1,9,5,1,1,40,11,0
45,6,8,0,11,2,0,1,40,11,0
40,3,14,0,0,2,0,1,55,11,1
31,6,9,4,1,5,1,0,34,11,0
47,6,14,0,3,4,1,0,40,11,1
45,4,9,0,12,2,1,1,70,11,0
30,6,14,0,0,2,1,1,50,11,1
52,2,13,0,1,2,1,1,60,11,1
68,6,9,0,7,2,1,1,40,15,0
66,4,13,0,1,2,1,1,20,11,0
26,6,13,1,1,5,1,1,40,11,0
43,6,10,0,6,2,1,1,40,11,1
36,6,14,0,0,2,1,1,35,11,0
20,0,10,1,4,0,1,0,10,11,0
53,2,9,0,6,2,1,1,80,14,0
30,6,13,0,2,2,1,1,40,11,1
38,6,14,0,0,2,1,1,45,11,1
21,6,10,1,10,0,1,0,20,11,0
47,3,13,1,3,5,1,0,50,11,0
61,6,9,4,2,5,1,0,40,11,0
49,1,13,0,3,2,1,1,40,11,0
44,6,14,0,4,2,1,1,50,11,0
23,6,9,1,4,5,1,1,40,11,0
49,4,10,0,1,2,1,1,25,11,0
56,1,9,4,4,5,1,0,40,11,0
62,6,14,2,0,5,1,0,35,11,0
77,6,9,2,0,5,1,0,40,11,1
34,6,6,1,9,1,1,1,40,11,0
33,3,9,0,9,2,0,1,40,11,0
25,6,11,1,6,0,1,1,40,11,0
33,6,5,0,11,2,1,1,50,1,0
21,6,9,1,4,0,1,0,40,11,0
51,6,3,6,10,3,0,0,40,15,0
45,6,13,0,3,2,1,1,40,11,1
35,6,13,0,0,2,1,1,45,11,1
33,6,10,0,11,2,0,1,50,11,1
28,6,9,1,5,0,0,0,25,11,0
58,4,13,0,0,2,1,1,55,11,1
64,4,9,0,3,2,1,1,60,11,1
37,6,9,0,10,1,0,0,35,11,0
28,6,9,1,10,5,1,0,30,11,0
22,6,10,1,1,0,1,0,25,11,0
59,6,9,4,4,5,1,0,40,11,0
35,6,6,4,9,3,1,0,60,11,0
46,6,13,1,9,5,1,1,40,11,0
31,6,13,1,4,5,2,0,40,18,0
23,1,9,1,13,0,1,1,40,11,0
76,6,15,0,3,2,1,1,25,11,1
46,1,13,0,4,2,1,1,40,11,1
50,6,9,0,9,2,1,1,30,11,0
26,6,12,0,6,2,1,1,50,11,0
19,6,9,1,4,0,1,0,24,11,0
35,6,9,4,6,5,1,1,56,11,0
61,6,7,0,7,2,1,1,36,11,0
41,6,13,1,0,0,1,1,40,11,0
31,6,13,0,3,2,1,1,40,11,1
32,6,9,1,0,5,1,1,40,1,0
41,0,14,0,0,2,1,1,50,11,1
38,6,9,1,3,5,1,1,60,11,0
58,1,13,2,3,3,4,0,40,11,0
62,6,5,2,5,5,1,0,35,11,0
25,4,9,4,10,3,1,0,40,11,0
34,3,14,4,3,5,3,0,40,11,0
23,6,12,1,1,0,1,0,12,11,0
36,6,9,4,9,5,1,1,40,9,0
47,3,10,4,6,5,1,1,40,11,0
46,6,4,0,1,4,1,0,30,11,0
23,6,9,6,10,3,1,0,40,11,0
28,6,13,6,1,5,1,1,42,11,0
23,6,13,0,1,2,1,1,45,11,0
31,6,10,0,4,2,1,1,45,11,1
49,1,9,0,4,4,0,0,40,11,1
33,6,10,0,5,2,1,1,40,11,0
27,6,10,0,6,2,1,1,49,11,0
33,6,3,0,5,2,1,1,40,9,0
35,3,13,4,3,3,1,0,40,11,0
19,6,10,1,9,0,1,1,16,11,0
31,6,9,0,1,2,1,1,40,11,0
55,6,10,4,10,5,0,0,40,11,0
33,6,9,1,1,0,1,0,40,11,0
19,0,10,1,10,0,0,1,35,11,0
25,6,7,4,5,5,1,1,40,11,0
38,6,9,0,10,4,1,0,10,11,0
39,6,13,0,0,2,1,1,40,11,1
43,6,9,1,4,3,0,0,40,11,0
30,6,9,1,3,5,1,1,35,11,0
41,6,5,0,5,2,1,1,40,9,0
60,6,9,4,6,5,1,0,40,11,0
38,2,13,0,6,2,1,1,35,11,1
20,6,9,1,1,0,1,0,30,11,0
34,6,10,4,4,3,1,1,40,11,0
17,6,6,5,10,1,1,1,40,11,0
45,6,13,0,0,2,1,1,45,11,1
31,6,14,4,0,5,1,0,40,11,0
54,3,10,0,4,4,0,0,55,11,1
41,4,9,0,4,2,0,1,30,11,0
19,6,9,1,10,3,1,0,40,11,0
51,6,9,4,4,3,1,0,40,11,0
42,4,9,5,6,5,1,0,40,11,0
63,3,4,0,6,2,1,1,40,11,0
35,6,9,0,8,1,1,0,20,1,0
19,6,10,1,1,0,1,1,15,11,0
29,6,10,1,4,5,1,1,40,11,0
58,6,9,6,10,5,1,0,43,11,0
37,4,13,4,10,3,1,0,48,11,0
28,6,13,0,1,2,1,1,40,11,1
52,6,3,0,6,2,1,1,45,11,0
51,6,8,6,11,5,0,1,40,11,0
28,6,10,0,4,2,1,1,40,11,0
43,6,10,1,10,5,1,1,40,11,0
32,6,13,0,6,4,1,0,40,11,1
40,6,10,4,0,5,1,0,40,11,1
35,6,4,0,4,2,1,1,40,7,0
44,1,10,4,4,3,0,1,40,11,0
56,6,10,0,10,2,1,1,45,11,1
44,6,10,0,8,2,1,1,2,11,0
27,6,10,1,10,5,1,1,38,11,0
52,3,13,1,3,5,0,0,40,11,0
27,0,13,1,4,5,1,0,40,11,0
35,2,12,0,6,2,1,1,80,11,1
32,6,10,1,6,5,1,1,40,11,0
34,6,10,1,5,0,1,1,86,11,1
34,6,9,1,5,5,1,1,40,11,0
31,6,10,4,4,5,1,0,40,11,0
55,1,13,5,0,5,0,1,40,11,1
45,6,9,4,0,3,1,0,38,11,0
43,6,13,0,1,2,1,1,40,11,1
38,0,13,0,4,2,3,1,40,11,1
56,6,5,6,10,3,0,0,40,11,0
40,6,12,0,7,2,1,1,60,11,0
55,4,9,0,0,4,1,0,40,11,0
52,6,15,4,3,3,1,0,44,11,1
19,3,9,1,7,0,1,0,36,11,0
19,6,9,0,6,2,1,1,35,11,0
48,6,9,0,1,2,1,1,48,11,0
29,6,11,1,2,0,0,1,40,11,0
54,6,10,2,1,3,1,0,20,11,0
26,6,10,0,1,2,1,1,40,11,1
58,6,10,0,1,2,1,1,60,11,1
37,2,15,0,3,2,1,1,50,11,1
41,6,9,0,11,2,0,1,40,11,0
65,6,10,2,5,5,1,0,20,11,0
43,6,4,0,9,2,0,1,40,11,0
33,6,13,0,1,2,1,1,40,11,1
55,1,9,0,4,2,1,1,46,11,1
32,6,9,0,1,2,1,1,46,11,1
56,4,9,0,6,2,1,1,40,11,0
29,6,11,1,6,0,1,1,40,11,0
34,0,9,1,10,0,1,0,20,11,0
39,4,9,1,0,5,0,1,50,11,0
56,3,9,0,6,2,1,1,40,11,0
33,6,13,1,4,0,1,0,10,11,0
51,6,1,1,5,5,1,1,30,11,0
47,6,13,0,6,2,1,1,50,11,1
22,6,9,1,9,3,1,1,40,11,0
58,3,9,0,9,2,2,1,80,30,1
25,6,9,0,6,2,1,1,40,11,0
34,6,9,0,6,2,1,1,40,11,1
35,6,9,4,2,3,4,0,40,11,0
36,6,10,0,6,2,1,1,40,11,1
41,6,9,4,9,3,1,0,60,11,0
46,6,13,0,3,2,1,1,50,11,1
38,4,13,4,3,5,1,1,35,11,1
47,6,13,1,2,5,1,1,38,11,1
43,4,1,0,11,2,0,1,40,26,0
39,6,9,0,11,2,0,1,45,11,1
29,6,13,1,3,5,1,1,40,11,1
47,6,13,5,0,5,1,0,60,11,1
37,6,10,1,0,5,1,1,40,11,0
19,6,10,1,0,5,1,0,30,11,0
67,6,5,4,4,1,1,0,20,11,0
40,6,13,0,0,2,1,1,40,11,1
53,3,9,0,6,2,1,1,40,11,0
31,6,9,0,11,2,0,1,37,11,0
56,6,9,4,7,0,1,1,38,11,0
47,6,9,4,1,5,1,0,40,11,0
37,6,9,0,1,2,1,1,50,11,0
